parent_lei,parent_name,child_lei,child_name,child_company_number,relationship_type,in_downloaded_corpus
F5WCUMTUM4RKZ1MAIE39,AXA,213800H9XLWV42LYIT41,AXA UK PLC,02937724,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800JHTVTDPU3S4C31,AXA UK GROUP PENSION SCHEME MANAGEMENT LIMITED,14245763,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800LDNFFS9D7ZHO28,CATLIN UNDERWRITING SERVICES LIMITED,01949097,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800M25TFW9RHXI171,WINTERTHUR 1 LIMITED,00019772,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800MWTMYLYEGMQP42,AXA GENERAL INSURANCE LIMITED,00141885,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800MXXJTGUSI9CW92,HEALTHCARE BUSINESS SOLUTIONS (UK) LIMITED,07959430,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800N5RMJ1365WXG68,IGNITION NEW BUSINESS SOLUTIONS LIMITED,04857208,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800NAP45PCAA2EY81,HEALTH-ON-LINE COMPANY UK LIMITED,03655704,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800PZDUGEXMRMKR15,AXA INVESTMENT MANAGERS UK LIMITED,01431068,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800RHZ63F9LBR3968,AXA INVESTMENT MANAGERS GS LIMITED,03601496,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800RSF7WJDE6WQN77,GUARDIAN ROYAL EXCHANGE PUBLIC LIMITED COMPANY,01821312,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800RVTNWGD1VKPP20,THINC GROUP LIMITED,03020619,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800SIMA5KCUSNPP47,THE PERMANENT HEALTH COMPANY LIMITED,02933772,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800TUGJS33LGRNY85,SWIFTCOVER INSURANCE SERVICES LTD,05298352,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800UQHVHQ7K7WUR57,CATLIN SYNDICATE 6121 LIMITED,09229797,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,213800W495M5HMQDLM14,AXA SCOTLAND LIMITED PARTNERSHIP,SL020127,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,340LRIIBTBGZYS1LIL83,AXA INSURANCE UK PLC,00078950,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,549300YEZVAVRZDQX018,AXA XL UNDERWRITING AGENCIES LIMITED,01815126,IS_DIRECTLY_CONSOLIDATED_BY,False
F5WCUMTUM4RKZ1MAIE39,AXA,GBRPZ1D3FBJU0ZVRST92,AXA PPP HEALTHCARE LIMITED,03148119,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,213800144FS2X86NV219,COUNTRYSIDE RENEWABLES (FOREST HEATH) LTD,07542188,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,21380064S1INI3RCDC83,BELL & CLEMENTS (LONDON) LIMITED,01702576,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,2138009EZ5GGI9J6JL60,MUNICH RE SPECIALTY GROUP LIMITED,03399109,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,213800NLHHFJLPIYTF50,HSB ENGINEERING INSURANCE LIMITED,02396114,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,213800OZEV43O8DTLE22,LYNT FARM SOLAR LIMITED,08805578,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,213800TLPCZDH5RFHC04,BELL & CLEMENTS LIMITED,01695841,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,213800TUNRI2RDXJ5W28,HSB ENGINEERING INSURANCE SERVICES LIMITED,03010292,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,529900E7GJE2DNYTNQ65,CORNWALL POWER (POLMAUGAN) LIMITED,07570468,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,529900LLW2QG38G78884,KS SPV 23 LIMITED,08151532,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,529900OCG63Y1HQMZI14,MUNICH RE SYNDICATE LIMITED,01328742,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,549300K27SI0JXMTHW31,HARTFORD STEAM BOILER UK LIMITED,02708264,IS_DIRECTLY_CONSOLIDATED_BY,False
529900MUF4C20K50JS49,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,549300MZJXUOXNK57V51,SOLOMON ASSOCIATES LIMITED,02521797,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,0IKLU6X1B10WK7X42C15,SOCIETE GENERALE INTERNATIONAL LIMITED,05407520,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,213800EMLYVKIRPD3251,DIAL CONTRACTS LIMITED,00707749,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,213800I5TSY3YHKW2370,MAPLEIS LIMITED,10045873,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,213800P6A6EG5JTDXJ26,DIAL VEHICLE MANAGEMENT SERVICES LIMITED,00411970,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,529900FBLZPY0YKK2K58,JWB LEASING LIMITED PARTNERSHIP,LP010723,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,5493002IUEV0I3CG1K48,SG LEASING IX,02052974,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,5493002P7IXOGY5B8P94,SG TITANIUM LIMITED,04107055,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300C9XEU1GRJCOQ81,SOCIETE GENERALE INVESTMENTS (U.K.) LIMITED,00223382,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300CVJSXQTNUVTE58,SG LEASING (JUNE) LIMITED,02010482,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300HMFKLOF7E7NX08,SG LEASING (USD) LIMITED,02162304,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300J1F6ZDG6JQ3C96,SG PRIV HOLDING LIMITED,03470463,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300LB3IRSIX4S8S56,SG LEASING (ASSETS) LIMITED,02057203,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300VGHLH24T0B8529,ACR,00985677,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300WC7H3M644FUH84,SG HAMBROS TRUST COMPANY LIMITED,00328136,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,549300WGBAVSQUWHOP08,SG LEASING (MARCH) LIMITED,00775046,IS_DIRECTLY_CONSOLIDATED_BY,False
O2RNE8IBXP4R0TD8PU41,SOCIETE GENERALE,9845009D8D3E81362E69,PAYXPERT SERVICES LTD,14355385,IS_DIRECTLY_CONSOLIDATED_BY,False
549300X5UKJVE386ZB61,ASSICURAZIONI GENERALI SOCIETA' PER AZIONI,549300IHNQOYDXR2OU02,CONNING ASSET MANAGEMENT LIMITED,03654447,IS_DIRECTLY_CONSOLIDATED_BY,False
549300X5UKJVE386ZB61,ASSICURAZIONI GENERALI SOCIETA' PER AZIONI,549300O2NNE4X00RNP42,LUMYNA INVESTMENTS LIMITED,08824800,IS_DIRECTLY_CONSOLIDATED_BY,False
549300X5UKJVE386ZB61,ASSICURAZIONI GENERALI SOCIETA' PER AZIONI,549300SYTE7FKXY57D44,"APERTURE INVESTORS UK, LTD",11575470,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,2138002ENGNNMA7WK626,SCHRODER UNIT TRUSTS LIMITED,04191730,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,54930087VYMSIGK4TY26,SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA LIMITED,02334190,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,549300QRDSW6V17KIG24,SCHRODER INVESTMENT COMPANY LIMITED,00647370,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700499GQM44W6V621,KINGSTON BISHOP LIMITED,08188265,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,6367006SR0K8KB907961,SCHRODER ADMINISTRATION LIMITED,04968626,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,6367009O9B1Z146FB294,GREENCOAT SOLAR II INVESTMENTS LLP,OC415518,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700FR7EEWEA79IT50,GREENCOAT WILTON INVESTMENTS LIMITED,12559315,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700GZ9Z80CPB5CX25,VERCERN LIMITED,07209338,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700ICRHZFWZHFDE86,GREENCOAT TOTHILL INVESTMENTS LIMITED,12815627,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700J5J3NK13QFM536,GREENCOAT VILLIERS INVESTMENTS LIMITED,12215644,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700X49ORMJAIWQA98,GREENCOAT SOLAR INVESTMENTS LLP,OC413573,IS_DIRECTLY_CONSOLIDATED_BY,False
2138001YYBULX5SZ2H24,SCHRODERS PLC,636700XYX7FX3OQZVG51,TENACITY WEALTH MANAGEMENT LIMITED,08884372,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",54930054Y0E9TV5EH243,GS FUNDING EUROPE V LIMITED,10522915,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300D8Z2D60K30Q684,GS FUNDING EUROPE VI LTD,11361166,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300F0J484KDTEWB35,FARRINGDON STREET PARTNERS LIMITED,07682337,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300G9N3NK9UM8KL46,ELQ INVESTORS IV LTD,08292068,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300HKLJF1FVND0870,GS SAPPHIRE INVESTMENT LIMITED,07449686,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300LOOVRKTNUWQP68,ELQ INVESTORS VI LTD,08491527,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300OOOBFNCPKH1P84,GS EM LIMITED,11063572,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300QK33HS7IXY1175,GOLDMAN SACHS INTERNATIONAL SERVICE ENTITIES HOLDINGS LIMITED,10119593,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300RTOKEN4U20ZE71,GLQ GP LTD,11461801,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300V53NCUNO4KVO42,BIRCHFIELD ESTATES LTD,05934119,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300VQAKE3RPI7LM05,GOLDMAN SACHS GLOBAL FUNDING III LIMITED,06622127,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300VW34KUL7ROX906,ELQ INVESTORS VII LTD,09042556,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300X7HHEXBMHJYJ80,GOLDMAN SACHS (UK) SVC. LIMITED,10122554,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",549300YHWMUY3CJ8G696,GLQ HOLDINGS (UK) LTD,11670801,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",8NXCZ37WLRN3RTF6CY94,GOLDMAN SACHS GROUP HOLDINGS (U.K.) LIMITED,03769030,IS_DIRECTLY_CONSOLIDATED_BY,False
784F5XWPLTWKTBV3E584,"THE GOLDMAN SACHS GROUP, INC.",9845001PB10CF4A39E94,ATALAYA MIDCO UK LIMITED,15203189,IS_DIRECTLY_CONSOLIDATED_BY,False
IGJSJL3JD5P30I6NJZ34,MORGAN STANLEY,213800JWUGXSKRRXH557,SOLIUM CAPITAL UK LIMITED,07632209,IS_DIRECTLY_CONSOLIDATED_BY,False
IGJSJL3JD5P30I6NJZ34,MORGAN STANLEY,549300D9IPRZ6E041P82,EUROPEAN PRINCIPAL ASSETS LIMITED,05758075,IS_DIRECTLY_CONSOLIDATED_BY,False
E57ODZWZ7FF32TWEFA76,"Citibank, National Association",549300IWFJZFZBULGQ28,CANADA SQUARE INVESTMENTS LIMITED,08405543,IS_DIRECTLY_CONSOLIDATED_BY,False
E57ODZWZ7FF32TWEFA76,"Citibank, National Association",549300JE12LNG920WG80,EUREKA SECURITISATION PLC,02950902,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,2138004EGTGNM7ZSWM56,TRITON KNOLL OFFSHORE WIND FARM LIMITED,03696654,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,52990057U8H4S8ZNV593,AN SUIDHE WIND FARM LIMITED,05469552,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,5299007IOM47ZA06HD72,RWE MARKINCH LIMITED,06574689,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900C0592KE9QV1W06,RWE RENEWABLES MANAGEMENT UK LIMITED,12087808,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900EVE6KMKB10TX19,RWE RENEWABLES GYM 4 LIMITED,07233491,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900HLK68VPTV84S71,RWE RENEWABLES GYM 3 LIMITED,07233487,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900PROPSFF5JA6U72,RWE RENEWABLES UK SWINDON LIMITED,02550622,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900S08BQCRBZBS240,RWE RENEWABLES GYM 2 LIMITED,07233494,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900VJ33LBYDQPI962,RWE GENERATION UK PLC,03892782,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900YAIXG28SG0W526,RWE RENEWABLES UK DOGGER BANK SOUTH (EAST) LIMITED,13656240,IS_DIRECTLY_CONSOLIDATED_BY,True
529900GB7KCA94ACC940,RWE Aktiengesellschaft,529900ZMUQ4NVU1RNM10,RWE RENEWABLES UK DOGGER BANK SOUTH (WEST) LIMITED,13656525,IS_DIRECTLY_CONSOLIDATED_BY,True
529900GB7KCA94ACC940,RWE Aktiengesellschaft,54930055BRDCFHPG8E69,RWE RENEWABLES UK ROBIN RIGG EAST LIMITED,03568724,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,5493007M7FTJF583QB86,RWE RENEWABLES UK OPERATIONS LIMITED,02692529,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300AAEQJEZ7VVEK62,RAMPION OFFSHORE WIND LIMITED,07199847,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300B545C2RZ4P5O07,RWE RENEWABLES UK WIND SERVICES LIMITED,05266294,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300GD4LB1YHGUOZ87,RWE RENEWABLES UK LONDON ARRAY LIMITED,05321254,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300GV08B8NVL0VN88,RWE RENEWABLES UK ONSHORE WIND LIMITED,03758407,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300HQ70Q0HBLGDK24,RWE RENEWABLES UK SCROBY SANDS LIMITED,04127830,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300N42W41BSQY0I26,RWE RENEWABLES UK HUMBER WIND LIMITED,04899318,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300ODSGJKZP190618,RWE RENEWABLES UK BLYTH LIMITED,03834283,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300SYN0IU1JI55C67,RWE RENEWABLES UK LIMITED,03758404,IS_DIRECTLY_CONSOLIDATED_BY,False
529900GB7KCA94ACC940,RWE Aktiengesellschaft,549300U57J3EQTT49J95,RWE RENEWABLES UK ROBIN RIGG WEST LIMITED,04150735,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,213800NS9K48KSRBNV64,ARRIVA TREASURY COMPANY LIMITED,04170250,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900358HL4HJD9US47,ARRIVA UK BUS HOLDINGS LIMITED,04166672,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,5299004WAES5548A1V57,DB CARGO (UK) LIMITED,02938988,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,52990050V6OR99B8MG61,ARRIVA UK BUS INVESTMENTS LIMITED,00821054,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,52990068IVQVNVH7Q813,DB SYSTEL UK LIMITED,08597973,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,5299006CEBPKXNB8RO42,ARRIVA MIDLANDS LIMITED,02141078,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,52990071LEN84N2COA13,ARRIVA CYMRU LIMITED,00155374,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,5299007ALNXXS0HTGK29,ARRIVA NORTHUMBRIA LIMITED,00237558,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,5299007L2ZOG0Q5GZC54,ARRIVA LONDON SOUTH LIMITED,02328467,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,52990085WOG2P8HULZ21,ARRIVA TRANSPORT SOLUTIONS LIMITED,00878006,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,52990093RIQYJCYM5017,CENTREBUS HOLDINGS LIMITED,06544272,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900A3IAH9KQGSVF53,ARRIVA KENT & SURREY LIMITED,00114841,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900BKC9YM3KK65051,DB CARGO (UK) HOLDINGS LIMITED,03116322,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900C7CCP52KR2PA41,THE CHILTERN RAILWAY COMPANY LIMITED,03007939,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900CC1ZHQKG1BU217,ARRIVA RAIL NORTH LIMITED,04337712,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900CYQIHBNQR2ZZ70,ARRIVA MIDLANDS NORTH LIMITED,01556305,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900CZUCD6X51U3H77,ARRIVA INTERNATIONAL LIMITED,01737852,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900EZ7VDATN52FU70,ENGINEERING SUPPORT GROUP LIMITED,03038421,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900FZ0S8UI2NLHA21,ARRIVA DURHAM COUNTY LIMITED,02404350,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900GAA0RUVZGVX015,ARRIVA NORTH WEST LIMITED,00523376,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900GGV469DKL0J349,LONDON AND NORTH WESTERN RAILWAY COMPANY LIMITED,02880012,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900HW98TOGS9O0K42,YORKSHIRE TIGER LIMITED,04166041,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900IDTZ5IP2KU3029,ARRIVA LONDON NORTH LIMITED,02328559,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900IHHF803J93ZD71,ARRIVA YORKSHIRE LIMITED,00084167,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900IPOIIDMOENFW04,ARRIVA MERSEYSIDE LIMITED,01990871,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900JK1IRVL6600Q84,GRAND CENTRAL RAILWAY COMPANY LIMITED,03979826,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900JMLDFMVB8MNI43,ARRIVA THE SHIRES LIMITED,02116519,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900K992OQ0VT99C16,ARRIVA RAIL LONDON LIMITED,04165861,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900LJAPEML6UQT519,ARRIVA KENT THAMESIDE LIMITED,02005266,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900LR10ESQ7CAD922,XC TRAINS LIMITED,04402048,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900MGTXBJKG082F02,SCHENKER LIMITED,00383914,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900NBLFDIR8UA4R62,TGMGROUP LIMITED,04016743,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900NMW8R1L42WA670,ARRIVA UK TRAINS LIMITED,03166214,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900SRRHKBF4KP8E70,ARRIVA UK BUS LIMITED,02756876,IS_DIRECTLY_CONSOLIDATED_BY,False
52990063S23N13HU4E98,Deutsche Bahn Aktiengesellschaft,529900UT8ME2U9B5CE25,ARRIVA BUS & COACH LIMITED,01075050,IS_DIRECTLY_CONSOLIDATED_BY,False
